,word,frequency
248,wrong,3
492,big,3
98,someon,3
829,action,3
697,children,3
497,guess,3
831,profession,3
635,post,3
241,seem,3
70,offer,3
459,may,3
124,fourth,2
473,life,2
720,month,2
382,pleas,2
689,sustain,2
657,collect,2
41,appreci,2
692,technic,2
485,especi,2
761,citi,2
127,12,2
368,lost,2
381,divers,2
374,district,2
664,usm,2
481,realiz,2
376,pretti,2
377,hey,2
378,introduc,2
755,brave,2
123,incom,2
746,mean,2
511,although,2
415,oppos,2
449,k,2
516,son,2
447,polici,2
503,plan,2
726,certain,2
427,turn,2
175,listen,2
428,less,2
680,particularli,2
430,definit,2
32,lead,2
718,anybodi,2
43,literaci,2
413,form,2
451,knowledg,2
684,three,2
410,polit,2
120,phrase,2
707,target,2
86,theme,2
457,approv,2
458,guy,2
500,remind,2
399,everyth,2
462,resourc,2
499,imagin,2
467,intimid,2
56,januari,2
525,belong,2
470,protect,2
393,camera,2
553,age,2
355,brain,2
162,challeng,2
161,seek,2
836,choic,2
67,beyond,2
158,sensit,2
580,non,2
249,charter,2
251,complet,2
72,pilot,2
826,analyz,2
150,colleagu,2
262,grader,2
266,counselor,2
818,past,2
11,throughout,2
12,potenti,2
276,obvious,2
640,opinion,2
146,present,2
567,level,2
287,workplac,2
806,success,2
805,current,2
290,tabl,2
9,stay,2
589,rememb,2
804,envis,2
226,moment,2
616,empow,2
874,inspir,2
180,partner,2
617,accept,2
619,lunch,2
869,summit,2
867,similar,2
189,chanc,2
60,agenc,2
195,street,2
170,highlight,2
603,heritag,2
199,els,2
168,feedback,2
5,evolv,2
206,sorri,2
55,flexibl,2
855,seven,2
211,younger,2
624,tech,2
850,comfort,2
627,unmut,2
220,achiev,2
141,could,2
74,thinker,2
14,went,2
798,assess,2
790,healthcar,2
559,issu,2
133,collabor,2
326,sometim,2
327,design,2
53,scoot,2
93,demograph,2
333,food,2
132,thrive,2
80,inequ,2
336,provid,2
549,materi,2
774,pathway,2
82,middl,2
652,trend,2
130,grow,2
346,piggyback,2
347,grit,2
769,deal,2
351,memor,2
655,line,2
19,approach,2
780,two,2
94,graduat,2
565,resili,2
300,direct,2
302,greatest,2
564,readi,2
299,disengag,2
298,protocol,2
301,awar,2
138,explor,2
296,workforc,2
661,anymor,1
672,lgbtq,1
663,trainabl,1
641,foundat,1
622,cannot,1
49,disservic,1
621,minor,1
686,function,1
618,perhap,1
658,allud,1
42,recruit,1
45,particular,1
653,journey,1
685,gratitud,1
671,mitchel,1
660,scholarship,1
659,websit,1
620,pictur,1
675,root,1
646,feed,1
651,train,1
634,product,1
669,decid,1
678,bide,1
647,view,1
679,express,1
648,hurt,1
637,solut,1
46,trust,1
676,guidanc,1
52,wagon,1
51,rest,1
632,struggl,1
636,ocean,1
670,former,1
683,polar,1
631,regular,1
630,close,1
629,afraid,1
628,practic,1
665,amount,1
626,innov,1
639,singl,1
625,effort,1
656,patti,1
174,map,1
691,reason,1
832,improv,1
828,option,1
827,succeed,1
823,match,1
821,15,1
820,consciou,1
819,fill,1
814,freeport,1
813,newer,1
812,steer,1
811,relay,1
810,outreach,1
809,nice,1
808,blow,1
13,place,1
802,friend,1
801,affect,1
800,email,1
15,regardless,1
18,enough,1
792,applic,1
20,york,1
787,joe,1
785,ad,1
784,nod,1
783,passion,1
782,confid,1
781,18,1
830,lose,1
834,tie,1
693,seri,1
835,categori,1
2,strong,1
875,hand,1
873,adjust,1
872,shut,1
871,constantli,1
3,facilit,1
868,central,1
864,head,1
863,profit,1
4,waldorf,1
861,pull,1
860,societi,1
857,news,1
854,third,1
851,relat,1
849,orient,1
848,born,1
847,given,1
846,prototyp,1
845,chicago,1
844,explicit,1
7,truli,1
842,umf,1
841,gather,1
840,gotten,1
839,20,1
838,intent,1
779,outsid,1
778,principl,1
777,score,1
776,happi,1
733,snippet,1
732,earlier,1
30,fish,1
730,phone,1
31,undergradu,1
728,round,1
727,heart,1
725,possibl,1
724,research,1
723,signific,1
721,guardian,1
33,believ,1
716,stole,1
715,2001,1
714,hallway,1
712,normal,1
711,sector,1
709,associ,1
708,review,1
36,bragdon,1
704,set,1
37,transcrib,1
702,took,1
700,concert,1
698,major,1
695,pick,1
39,visionari,1
736,touch,1
737,aid,1
739,held,1
758,sage,1
21,mail,1
773,pertin,1
772,civil,1
770,variou,1
768,deepli,1
767,break,1
23,sec,1
765,poverti,1
763,worker,1
762,partisanship,1
760,attend,1
24,closur,1
25,check,1
741,upward,1
756,alon,1
754,yet,1
753,goe,1
752,gap,1
751,appear,1
750,govern,1
749,taught,1
748,spoke,1
747,2020,1
28,depart,1
744,decis,1
743,open,1
615,embolden,1
526,never,1
57,expos,1
136,outdat,1
330,overlook,1
329,racial,1
328,29th,1
324,profess,1
322,room,1
134,pop,1
319,valuabl,1
318,25,1
317,frequent,1
316,chelsea,1
315,interact,1
314,dolli,1
313,book,1
312,necessarili,1
309,hello,1
58,grittiest,1
137,panel,1
307,left,1
140,attack,1
303,fintech,1
297,purpos,1
295,univers,1
294,soon,1
293,echo,1
289,profil,1
143,virtual,1
145,70,1
282,servic,1
281,relationship,1
279,patient,1
331,center,1
332,front,1
335,valid,1
337,result,1
386,advoc,1
384,consent,1
383,formal,1
380,bound,1
125,balanc,1
375,holist,1
373,backstori,1
372,discard,1
126,list,1
370,meaning,1
367,biotech,1
365,farmington,1
364,consider,1
363,coordin,1
362,exercis,1
360,alreadi,1
359,integr,1
358,statewid,1
357,empathi,1
353,eye,1
352,discours,1
350,nugget,1
348,piec,1
344,awesom,1
342,short,1
341,basic,1
340,mover,1
131,messag,1
338,academ,1
278,reduc,1
277,offic,1
275,easili,1
221,notic,1
218,dashboard,1
164,upper,1
216,later,1
165,bankrupt,1
214,pursu,1
166,60,1
212,audienc,1
210,sound,1
208,shift,1
207,19,1
205,anyth,1
167,probabl,1
203,emphas,1
201,persev,1
200,space,1
197,underscor,1
193,yep,1
192,hire,1
191,gen,1
188,countri,1
187,greater,1
186,visibl,1
172,development,1
184,abil,1
183,schmidt,1
181,plu,1
178,grief,1
177,cough,1
176,town,1
219,proud,1
222,pigeonhol,1
274,number,1
223,dad,1
273,identifi,1
272,wait,1
271,doe,1
270,behind,1
268,suggest,1
267,impress,1
264,repres,1
260,reflect,1
259,smaller,1
257,summertim,1
256,renew,1
254,counsel,1
252,around,1
247,came,1
155,mdoe,1
157,shaker,1
244,judd,1
242,finish,1
240,task,1
238,write,1
236,tough,1
235,misgend,1
233,evolut,1
231,found,1
230,troubl,1
229,pair,1
228,best,1
227,ultim,1
163,competit,1
387,dr,1
389,easiest,1
390,solv,1
77,cast,1
556,realiti,1
555,gustafson,1
550,institut,1
547,privaci,1
546,exist,1
545,senior,1
544,sullivan,1
543,topic,1
542,brief,1
540,global,1
539,cdl,1
83,size,1
536,permiss,1
535,discomfort,1
534,instead,1
533,least,1
532,rid,1
531,necessari,1
530,live,1
528,entir,1
524,forestri,1
523,upcom,1
521,oop,1
519,catch,1
518,button,1
517,essenti,1
514,anytim,1
510,whether,1
509,owner,1
79,push,1
76,enter,1
507,expert,1
562,paid,1
610,without,1
609,hop,1
608,bottom,1
607,incred,1
59,often,1
601,elig,1
61,kick,1
599,health,1
598,attain,1
597,nurtur,1
596,gain,1
595,role,1
593,money,1
65,familiar,1
591,rather,1
590,compani,1
588,1995,1
586,classwork,1
585,receiv,1
582,mom,1
73,misspeak,1
576,late,1
575,toughest,1
572,interfac,1
570,coach,1
569,oftentim,1
75,instantli,1
566,carli,1
563,advisor,1
508,mute,1
506,vibrant,1
391,analysi,1
109,movement,1
441,save,1
440,admit,1
438,nineti,1
110,transcript,1
435,colorado,1
433,princip,1
112,lucki,1
431,econom,1
429,workspac,1
113,mistak,1
116,six,1
421,near,1
420,conven,1
419,problem,1
418,pedagogi,1
417,yell,1
416,tap,1
117,aspir,1
412,harm,1
118,2030,1
407,paus,1
121,broader,1
405,power,1
403,fasfa,1
401,extend,1
400,explain,1
398,luckili,1
396,quickli,1
395,soft,1
442,leav,1
108,limit,1
505,bia,1
106,jmg,1
504,transit,1
87,fear,1
501,stuff,1
91,reinforc,1
92,worth,1
495,sum,1
494,allow,1
493,farm,1
491,type,1
488,sacr,1
95,unrest,1
486,bigger,1
96,phd,1
482,ai,1
478,shape,1
477,debt,1
475,coast,1
474,neighbor,1
472,test,1
471,introduct,1
468,respons,1
465,activ,1
464,burnout,1
100,stop,1
455,despit,1
454,adapt,1
101,verbal,1
103,away,1
104,stand,1
877,grante,1
