,word,frequency
459,eight,1
460,total,1
563,taken,1
462,rout,1
561,studi,1
560,case,1
463,iep,1
466,week,1
556,notic,1
555,washington,1
554,sovereign,1
553,legisl,1
552,figur,1
646,bore,1
648,illustr,1
247,mount,1
728,serious,1
739,kelli,1
276,pathway,1
278,regular,1
736,fafsa,1
735,dig,1
280,screen,1
733,center,1
732,kean,1
281,trade,1
286,ms,1
287,entrepreneur,1
727,industri,1
649,phenomen,1
726,liber,1
288,hide,1
289,warm,1
723,wake,1
722,option,1
295,file,1
718,introduct,1
296,vision,1
715,materi,1
714,none,1
298,sum,1
275,number,1
274,individu,1
272,sadli,1
743,legal,1
248,solut,1
250,deepli,1
767,bhp,1
254,brought,1
255,chanc,1
763,background,1
762,co,1
256,sweat,1
257,slope,1
759,textbook,1
758,coupl,1
258,whose,1
756,shoot,1
259,hardest,1
512,forget,1
752,somewhat,1
751,lead,1
750,laptop,1
265,imagin,1
747,lose,1
268,pay,1
745,recogn,1
744,enjoy,1
712,gang,1
300,teamwork,1
710,mask,1
679,internet,1
677,encourag,1
333,movi,1
335,cumberland,1
337,township,1
340,caucasian,1
342,self,1
343,anytim,1
669,outdoor,1
344,sphere,1
348,color,1
666,carri,1
349,fundrais,1
664,may,1
351,text,1
661,revis,1
660,suppos,1
659,door,1
658,transcript,1
352,thinker,1
359,decid,1
653,kill,1
651,overachiev,1
366,facebook,1
330,underappreci,1
329,interest,1
301,agreement,1
327,hill,1
303,factori,1
706,neck,1
304,hit,1
704,detail,1
305,institut,1
702,stuck,1
701,desert,1
700,excus,1
699,indian,1
698,anxieti,1
306,disadvantag,1
696,hour,1
695,busi,1
312,hat,1
314,doubl,1
691,grant,1
315,hint,1
317,curiou,1
687,carpent,1
686,seem,1
318,guy,1
320,wood,1
683,updat,1
0,secondari,1
