,word,frequency
421,ah,4
478,addit,4
957,basic,4
977,role,4
941,three,4
1133,provid,4
555,empow,4
588,shift,4
431,adult,4
360,add,4
1013,record,4
324,resourc,4
472,kennebec,4
74,direct,4
355,watervil,4
623,call,4
352,minut,4
100,authent,4
619,scienc,4
467,masteri,4
341,mention,4
381,practic,4
1003,integr,4
952,obvious,4
644,divers,4
903,open,4
1118,taught,4
405,divid,4
327,move,4
790,field,4
1131,critic,4
55,encourag,4
1068,meaning,4
117,sometim,4
244,program,4
232,made,4
528,incentiv,4
128,lesson,4
1129,empathi,4
215,essenti,4
1097,email,4
930,20,4
1065,later,4
13,data,4
694,network,4
1079,anyth,4
8,wish,4
167,confid,4
1091,12,4
164,last,4
162,step,4
6,respect,4
519,decid,4
153,figur,4
3,kiddo,4
836,situat,4
561,experienti,4
1026,deal,4
536,home,4
486,collect,4
1074,impress,3
177,anoth,3
410,discov,3
774,common,3
591,explicitli,3
179,core,3
181,busi,3
769,protocol,3
595,guid,3
403,guy,3
884,awar,3
183,human,3
507,accept,3
1077,chose,3
766,self,3
458,present,3
187,choic,3
481,gain,3
193,algebra,3
287,larger,3
760,polit,3
389,true,3
312,foster,3
610,30,3
1146,certain,3
176,heard,3
522,reach,3
918,product,3
927,less,3
562,ye,3
563,survey,3
962,member,3
678,door,3
148,friend,3
295,involv,3
155,send,3
958,prepar,3
1087,wide,3
62,clear,3
1122,word,3
432,organ,3
294,advoc,3
303,pictur,3
85,grow,3
895,ed,3
292,adapt,3
1022,studi,3
1092,task,3
1,servic,3
672,parent,3
87,societi,3
975,control,3
111,dive,3
1093,forum,3
384,stuff,3
274,bigger,3
1059,seen,3
101,line,3
314,whether,3
711,perform,3
1040,similar,3
998,civic,3
494,coach,3
906,fact,3
866,mission,3
345,high,3
705,result,3
256,capac,3
475,highli,3
491,spend,3
26,pattern,3
714,board,3
260,career,3
1004,enjoy,3
701,contribut,3
861,avers,3
691,discours,3
835,cours,3
1008,neg,3
650,motiv,3
322,2050,3
268,overcom,3
945,felt,3
326,innov,3
1103,distract,3
869,came,3
688,district,3
991,test,3
1056,speak,3
21,strong,3
944,wrong,3
374,navig,3
219,varieti,3
371,anyhow,3
816,relat,3
871,verbal,3
113,greatest,3
229,theme,3
282,element,3
828,prolif,3
827,action,3
716,screen,3
23,met,3
736,ever,3
1014,older,3
552,benefit,2
520,intern,2
542,gone,2
61,civil,2
916,easier,2
921,bless,2
58,nice,2
908,co,2
539,uncomfort,2
548,administr,2
549,conflict,2
919,bad,2
914,caus,2
917,benchmark,2
149,k,2
899,cortico,2
824,transform,2
674,artifici,2
843,stand,2
679,greatli,2
683,defin,2
684,nine,2
27,shooter,2
840,appropri,2
690,plan,2
704,empathet,2
833,transfer,2
1151,frustrat,2
710,health,2
715,opportun,2
826,must,2
821,anim,2
670,freedom,2
819,retain,2
22,drop,2
737,broken,2
743,obstacl,2
20,compani,2
746,matter,2
748,registr,2
810,certainli,2
805,expand,2
800,progress,2
10,offic,2
798,measur,2
792,hub,2
4,chanc,2
846,subject,2
850,deep,2
565,mistak,2
609,otherwis,2
568,local,2
569,colleagu,2
891,show,2
586,hold,2
587,barrier,2
48,academi,2
883,compon,2
882,avoid,2
602,struck,2
879,draw,2
878,transit,2
877,throughout,2
606,amaz,2
607,respond,2
1139,will,2
661,sky,2
45,balanc,2
873,prompt,2
616,disagr,2
872,incred,2
1140,drill,2
622,salari,2
624,belong,2
625,misconcept,2
627,without,2
635,second,2
863,oppos,2
515,movement,2
854,number,2
659,resili,2
648,write,2
469,instanc,2
924,manag,2
1016,repres,2
344,kindergartn,2
342,upon,2
1009,model,2
329,econom,2
318,front,2
106,uniqu,2
315,background,2
310,adulthood,2
1000,goe,2
1017,profess,2
308,top,2
1018,war,2
1110,afraid,2
302,within,2
301,tool,2
300,read,2
347,concept,2
359,waldorf,2
979,augusta,2
386,earli,2
401,instead,2
399,voter,2
396,rural,2
394,intellig,2
391,ultim,2
388,deepli,2
387,evolv,2
382,multipl,2
364,attract,2
378,face,2
377,timeless,2
987,biggest,2
96,among,2
990,prior,2
367,crazi,2
366,experienc,2
299,sec,2
1023,faster,2
279,train,2
1076,becam,2
213,skillset,2
1060,expect,2
204,recogn,2
199,offer,2
1073,lab,2
1095,sat,2
1094,strategi,2
141,unifi,2
1029,earlier,2
174,pursu,2
144,across,2
145,mask,2
1084,serv,2
1085,lofti,2
1086,wind,2
158,stop,2
1099,wise,2
217,middl,2
220,forget,2
222,lean,2
1030,post,2
114,big,2
269,grown,2
1031,tremend,2
263,50,2
1034,driven,2
118,brought,2
248,park,2
239,excit,2
1048,imagin,2
235,degre,2
126,manner,2
227,bu,2
225,clearli,2
224,lip,2
1119,introduc,2
395,superintend,2
474,oakland,2
937,foundat,2
456,cover,2
487,grade,2
1130,honor,2
963,publicli,2
956,bucket,2
968,accord,2
423,possibl,2
940,messi,2
972,countri,2
453,standard,2
78,throw,2
443,option,2
970,wear,2
960,often,2
80,walk,2
417,problemat,2
444,apart,2
65,ticket,2
1090,tell,2
407,tackl,2
414,appreci,2
964,target,2
64,demonstr,2
511,video,2
89,five,2
91,score,2
75,amount,2
490,either,2
1128,x,2
818,ace,1
817,hiccup,1
823,drag,1
1051,recommend,1
1050,act,1
1126,stood,1
822,quickli,1
1132,aspir,1
911,signific,1
820,restart,1
946,profici,1
910,soccer,1
1049,soon,1
1105,gotten,1
1036,crank,1
1037,carri,1
832,scale,1
1038,sphere,1
831,surfac,1
1039,hey,1
907,geographi,1
830,parallel,1
1102,elicit,1
1042,popular,1
1101,thermostat,1
1045,citi,1
829,disservic,1
1046,directli,1
912,titl,1
909,children,1
1054,advantag,1
886,effect,1
1100,strip,1
799,interdisciplinari,1
1156,formal,1
935,quarter,1
806,buri,1
933,qualiti,1
931,elementari,1
803,conquer,1
802,adopt,1
801,suggest,1
920,compet,1
1078,defeat,1
815,gave,1
1157,handl,1
928,analyz,1
1081,lgbqt,1
796,fix,1
922,written,1
926,2k,1
793,comparison,1
925,everywher,1
1089,outsid,1
1072,utilitarian,1
1071,equal,1
1069,correct,1
1155,stifl,1
1127,100,1
1098,mold,1
1058,disingenu,1
834,smaller,1
1061,simpler,1
1096,princip,1
1062,mush,1
1063,plu,1
812,multidisciplinari,1
811,artist,1
1152,iter,1
1153,complet,1
1064,honesti,1
936,expertis,1
1066,close,1
809,crisi,1
1154,hannaford,1
808,brand,1
1067,disrespect,1
915,increas,1
951,half,1
1033,week,1
971,jackson,1
1136,couch,1
894,keyword,1
1115,afterward,1
992,pie,1
995,suck,1
870,react,1
1141,reason,1
997,blow,1
868,bought,1
893,derail,1
867,curricular,1
896,slow,1
1001,recruit,1
1143,audio,1
865,avail,1
1002,phone,1
1005,grew,1
1006,watch,1
1116,consist,1
989,fad,1
1032,genuin,1
983,hour,1
981,realist,1
978,complex,1
887,wider,1
1138,roof,1
881,incent,1
880,anchor,1
1117,setback,1
982,inbox,1
1120,curs,1
892,ramif,1
984,grace,1
889,fun,1
875,cat,1
976,modifi,1
890,advocaci,1
1137,free,1
986,disconnect,1
974,outwardli,1
1007,robot,1
860,bigelow,1
859,invest,1
1108,troubl,1
1134,growth,1
844,sudden,1
959,necess,1
1020,begin,1
842,head,1
1109,fine,1
1021,applic,1
1024,mute,1
1027,underli,1
1145,bear,1
1028,sad,1
955,illustr,1
954,suffer,1
838,note,1
1106,rememb,1
950,interconnect,1
837,hairdo,1
949,exposur,1
961,trust,1
847,lvn,1
848,total,1
849,anyway,1
967,quick,1
857,whoever,1
1010,echo,1
966,higher,1
923,percept,1
855,promot,1
1011,foot,1
1112,500,1
965,ownership,1
853,recal,1
852,ralli,1
898,tough,1
1147,john,1
1111,biolog,1
1015,telephon,1
1149,aspect,1
851,region,1
1113,accomplish,1
580,lift,1
787,compar,1
261,character,1
243,hockey,1
245,water,1
246,difficult,1
249,english,1
252,search,1
253,braveri,1
254,agreement,1
255,els,1
257,unhealthi,1
262,exist,1
194,stress,1
265,super,1
266,switch,1
276,flood,1
277,opt,1
278,sponsor,1
283,notorieti,1
284,feasibl,1
285,scientist,1
289,known,1
242,massiv,1
241,behind,1
240,separ,1
238,excel,1
197,familiar,1
198,jump,1
200,limit,1
201,eat,1
202,vote,1
205,fair,1
206,teenag,1
207,replac,1
209,nurtur,1
211,consid,1
214,emphasi,1
216,remind,1
221,thread,1
226,ground,1
228,taken,1
230,properli,1
231,colleg,1
234,receiv,1
236,mic,1
290,child,1
291,ventur,1
293,content,1
350,drive,1
354,vulner,1
357,preval,1
358,chief,1
361,rise,1
362,road,1
365,paus,1
369,belief,1
370,multi,1
372,notic,1
375,unit,1
376,gist,1
385,creator,1
390,item,1
393,rate,1
397,shoot,1
402,realiz,1
404,turn,1
406,grant,1
408,loud,1
353,finland,1
349,view,1
298,readi,1
348,snippet,1
304,somerset,1
307,black,1
309,segment,1
311,improv,1
313,tend,1
319,rout,1
321,nonprofit,1
323,privileg,1
325,clock,1
330,luckili,1
331,neighborhood,1
332,month,1
334,schooler,1
335,third,1
336,damag,1
337,session,1
339,awe,1
343,fortun,1
346,warm,1
195,fit,1
192,toolkit,1
785,beyond,1
70,failur,1
51,narrow,1
52,peer,1
54,risk,1
59,found,1
60,instruct,1
63,oversimplif,1
66,requir,1
68,outlet,1
69,lay,1
71,honest,1
191,urg,1
76,geez,1
79,small,1
81,function,1
82,somehow,1
86,healthier,1
88,citizen,1
92,chart,1
93,equiti,1
94,manual,1
50,poll,1
47,resist,1
46,incom,1
43,curios,1
5,thirsti,1
7,mea,1
9,skip,1
11,buku,1
14,statewid,1
15,trip,1
17,bunch,1
18,detail,1
25,identifi,1
28,desir,1
31,schedul,1
34,worth,1
35,rectifi,1
36,hole,1
37,brené,1
38,candid,1
40,report,1
41,alon,1
42,horribl,1
97,sagadahoc,1
98,scientif,1
102,tuft,1
147,fill,1
151,stymi,1
152,upgrad,1
156,howev,1
159,plumb,1
160,mid,1
161,significantli,1
166,traumat,1
168,fail,1
169,non,1
170,suppos,1
171,subset,1
173,cold,1
175,dramat,1
180,anxiou,1
182,assassin,1
184,iceberg,1
186,doubt,1
188,list,1
189,z,1
150,old,1
146,regular,1
103,virus,1
142,heighten,1
104,constantli,1
107,rather,1
109,spur,1
110,brown,1
112,discredit,1
115,upstair,1
116,research,1
119,profession,1
120,simultan,1
122,extern,1
123,rippl,1
125,grate,1
129,onto,1
130,valanc,1
131,paid,1
135,2011,1
136,pressur,1
138,interview,1
139,speci,1
415,counter,1
416,gather,1
418,redact,1
667,maintain,1
647,team,1
649,fire,1
651,capabl,1
653,leadership,1
655,persist,1
657,tap,1
658,factor,1
665,invit,1
666,interact,1
668,produc,1
422,purpos,1
669,behavior,1
671,fortnit,1
675,strain,1
676,inher,1
677,insid,1
681,pilot,1
686,talent,1
687,isol,1
689,asid,1
646,rna,1
645,hit,1
643,versu,1
642,silo,1
600,cup,1
601,past,1
603,surpris,1
604,perceiv,1
605,log,1
608,tie,1
611,furnac,1
614,moment,1
615,broadli,1
620,steer,1
628,almost,1
629,reaction,1
631,giggl,1
633,long,1
634,adolesc,1
636,whose,1
639,constant,1
640,meant,1
641,plumber,1
693,000,1
696,forc,1
697,60,1
749,major,1
751,mispronounc,1
756,brainstorm,1
757,dewey,1
759,relev,1
763,gut,1
767,least,1
768,extracurricular,1
770,break,1
771,elderli,1
772,mentor,1
773,believ,1
775,sorri,1
776,though,1
779,static,1
780,shown,1
781,technol,1
782,radar,1
783,univers,1
784,repli,1
750,weav,1
740,covid,1
698,surviv,1
738,younger,1
703,shot,1
706,dedic,1
707,artsi,1
709,box,1
712,efficaci,1
717,zoo,1
719,discard,1
720,wed,1
722,catch,1
723,poverti,1
725,run,1
726,singer,1
727,terribl,1
728,annoy,1
729,took,1
731,onlin,1
733,hundr,1
734,partner,1
735,regul,1
598,own,1
597,absolut,1
596,broader,1
463,plant,1
465,rest,1
466,happi,1
468,connected,1
471,soul,1
476,popul,1
477,toler,1
479,miss,1
482,strang,1
483,saw,1
484,knock,1
485,sever,1
492,floyd,1
493,richmond,1
496,immedi,1
497,unfortun,1
498,may,1
499,advisor,1
500,succeed,1
502,rabbit,1
464,thin,1
461,hotb,1
504,systemat,1
460,googl,1
425,altern,1
426,dna,1
427,bestow,1
429,proof,1
434,lost,1
435,boss,1
436,noth,1
438,deliv,1
439,principl,1
440,thoma,1
441,consent,1
442,dug,1
445,ran,1
448,wait,1
449,observ,1
450,public,1
454,knowledg,1
455,late,1
459,slowli,1
503,secur,1
506,gender,1
594,cte,1
545,unstopp,1
550,led,1
551,path,1
553,initi,1
558,georg,1
560,momentum,1
564,authoritarian,1
566,unscript,1
570,instinct,1
572,justic,1
573,final,1
575,dollar,1
578,emot,1
579,channel,1
581,5k,1
583,fulfil,1
585,concern,1
589,key,1
590,someon,1
593,host,1
546,interconnected,1
544,hand,1
508,philosophi,1
543,vietnam,1
509,round,1
510,snow,1
513,anxieti,1
514,track,1
516,underneath,1
521,former,1
523,intuit,1
524,industri,1
525,flexibl,1
526,dream,1
529,upper,1
530,liber,1
531,neatli,1
532,phenomen,1
533,eye,1
535,iphon,1
538,remot,1
540,fall,1
541,profound,1
1160,room,1
